Call Number,Incident Number,Call Type,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Final Priority,ALS Unit,Call Type Group,Unit Type,Analysis Neighborhoods
160951421,16037595,Alarms,04/04/2016 11:24:21 AM,04/04/2016 11:25:22 AM,04/04/2016 11:25:41 AM,04/04/2016 11:25:53 AM,04/04/2016 11:28:30 AM,,,Fire,04/04/2016 11:33:37 AM,FOLSOM ST/10TH ST,San Francisco,94103.0,3,True,Alarm,ENGINE,34.0
161002390,16039850,Medical Incident,04/09/2016 05:11:55 PM,04/09/2016 05:12:34 PM,04/09/2016 05:12:41 PM,04/09/2016 05:12:51 PM,04/09/2016 05:30:08 PM,,,Medical Examiner,04/09/2016 07:02:25 PM,48TH AVE/KIRKHAM ST,San Francisco,94122.0,2,True,Non Life-threatening,MEDIC,35.0
160974642,16038718,Medical Incident,04/06/2016 11:30:24 PM,04/06/2016 11:31:22 PM,04/06/2016 11:31:44 PM,04/06/2016 11:33:30 PM,,,,Code 2 Transport,04/06/2016 11:34:17 PM,TAYLOR ST/EDDY ST,San Francisco,94102.0,3,True,Potentially Life-Threatening,RESCUE CAPTAIN,36.0
161033083,16041005,Medical Incident,04/12/2016 05:28:58 PM,04/12/2016 05:30:20 PM,04/12/2016 05:30:37 PM,04/12/2016 05:31:05 PM,04/12/2016 05:38:50 PM,04/12/2016 05:51:57 PM,04/12/2016 07:09:40 PM,Code 2 Transport,04/12/2016 07:14:49 PM,BALBOA ST/37TH AVE,San Francisco,94121.0,3,False,Potentially Life-Threatening,PRIVATE,29.0
160963841,16038193,Medical Incident,04/05/2016 09:23:14 PM,04/05/2016 09:23:39 PM,04/05/2016 09:23:51 PM,04/05/2016 09:24:15 PM,04/05/2016 09:28:58 PM,04/05/2016 09:54:26 PM,04/05/2016 10:12:46 PM,Code 2 Transport,04/05/2016 11:17:37 PM,VALENCIA ST/MISSION ST,San Francisco,94110.0,3,True,Potentially Life-Threatening,MEDIC,2.0
160933279,16037026,Traffic Collision,04/02/2016 08:08:03 PM,04/02/2016 08:09:56 PM,04/02/2016 08:11:23 PM,04/02/2016 08:11:42 PM,04/02/2016 08:13:57 PM,,,Unable to Locate,04/02/2016 08:15:42 PM,BAY ST/MASON ST,San Francisco,94133.0,3,True,Potentially Life-Threatening,ENGINE,23.0
161020177,16040385,Medical Incident,04/11/2016 01:51:41 AM,04/11/2016 01:54:37 AM,04/11/2016 01:55:23 AM,04/11/2016 01:55:56 AM,,,,Unable to Locate,04/11/2016 02:06:19 AM,CAPP ST/15TH ST,San Francisco,94103.0,3,False,Potentially Life-Threatening,PRIVATE,20.0
161011015,16040124,Medical Incident,04/10/2016 09:22:05 AM,04/10/2016 09:23:12 AM,04/10/2016 09:23:19 AM,04/10/2016 09:23:40 AM,04/10/2016 09:30:07 AM,04/10/2016 09:45:07 AM,04/10/2016 09:51:13 AM,Code 2 Transport,04/10/2016 10:34:10 AM,TREAT WAY/26TH ST/TREAT AVE,San Francisco,94110.0,3,True,Non Life-threatening,MEDIC,20.0
160991865,16039316,Structure Fire / Smoke in Building,04/08/2016 01:48:06 PM,04/08/2016 01:49:06 PM,04/08/2016 01:49:26 PM,04/08/2016 01:51:15 PM,04/08/2016 01:55:19 PM,,,Fire,04/08/2016 03:40:18 PM,48TH AVE/CABRILLO ST,San Francisco,94121.0,3,True,Fire,ENGINE,29.0
160933208,16037016,Medical Incident,04/02/2016 07:53:03 PM,04/02/2016 07:53:54 PM,04/02/2016 07:54:49 PM,04/02/2016 07:55:41 PM,04/02/2016 07:59:03 PM,,,Code 2 Transport,04/02/2016 08:10:53 PM,AVALON AVE/PARIS ST,San Francisco,94112.0,3,False,Potentially Life-Threatening,ENGINE,7.0
161000263,16039589,Medical Incident,04/09/2016 01:54:59 AM,04/09/2016 01:56:23 AM,04/09/2016 01:57:15 AM,04/09/2016 01:58:10 AM,04/09/2016 02:11:32 AM,04/09/2016 02:28:13 AM,04/09/2016 02:35:26 AM,Code 2 Transport,04/09/2016 03:09:05 AM,TAMALPAIS TER/GOLDEN GATE AVE,San Francisco,94117.0,2,True,Potentially Life-Threatening,MEDIC,18.0
161040169,16041129,Medical Incident,04/13/2016 01:28:05 AM,04/13/2016 01:28:05 AM,04/13/2016 01:29:11 AM,04/13/2016 01:29:11 AM,04/13/2016 01:33:03 AM,04/13/2016 01:41:25 AM,04/13/2016 01:33:33 AM,Code 2 Transport,04/13/2016 04:11:24 AM,04TH ST/TOWNSEND ST,San Francisco,94107.0,3,True,Potentially Life-Threatening,MEDIC,34.0
161002621,16039875,Alarms,04/09/2016 06:18:02 PM,04/09/2016 06:19:56 PM,04/09/2016 06:20:03 PM,04/09/2016 06:21:36 PM,04/09/2016 06:23:15 PM,,,Fire,04/09/2016 06:42:17 PM,TOWNSEND ST/CLARENCE PL,San Francisco,94107.0,3,False,Alarm,TRUCK,8.0
161023394,16040681,Alarms,04/11/2016 07:08:00 PM,04/11/2016 07:08:55 PM,04/11/2016 07:09:19 PM,04/11/2016 07:10:57 PM,,,,Fire,04/11/2016 07:21:24 PM,BARTOL ST/BROADWAY,San Francisco,94133.0,3,True,Alarm,ENGINE,23.0
160971926,16038414,Medical Incident,04/06/2016 12:41:56 PM,04/06/2016 12:42:19 PM,04/06/2016 12:44:10 PM,04/06/2016 12:45:59 PM,04/06/2016 12:52:33 PM,04/06/2016 01:20:26 PM,04/06/2016 01:41:57 PM,Code 2 Transport,04/06/2016 02:12:26 PM,CALIFORNIA ST/PRESIDIO AVE,San Francisco,94118.0,3,False,Potentially Life-Threatening,PRIVATE,31.0
161031932,16040921,Medical Incident,04/12/2016 01:25:30 PM,04/12/2016 01:25:52 PM,04/12/2016 01:27:24 PM,04/12/2016 01:27:24 PM,04/12/2016 01:27:26 PM,,,Code 2 Transport,04/12/2016 01:45:19 PM,EDDY ST/JONES ST,San Francisco,94102.0,3,False,Potentially Life-Threatening,TRUCK,36.0
160923952,16036649,Medical Incident,04/01/2016 11:22:25 PM,04/01/2016 11:24:14 PM,04/01/2016 11:24:58 PM,04/01/2016 11:25:10 PM,,,,No Merit,04/01/2016 11:30:01 PM,HAROLD AVE/HOLLOWAY AVE,San Francisco,94112.0,2,True,Potentially Life-Threatening,MEDIC,24.0
161012447,16040252,Medical Incident,04/10/2016 04:48:35 PM,04/10/2016 04:49:57 PM,04/10/2016 04:50:30 PM,04/10/2016 04:50:57 PM,04/10/2016 05:28:08 PM,04/10/2016 05:28:13 PM,04/10/2016 05:53:25 PM,Code 2 Transport,04/10/2016 06:42:33 PM,AVALON AVE/PARIS ST,San Francisco,94112.0,2,False,Non Life-threatening,PRIVATE,7.0
160970336,16038272,Alarms,04/06/2016 03:54:33 AM,04/06/2016 03:55:45 AM,04/06/2016 03:56:08 AM,04/06/2016 03:58:03 AM,04/06/2016 03:59:35 AM,,,Fire,04/06/2016 04:08:21 AM,TOWNSEND ST/LUSK ST,San Francisco,94107.0,3,False,Alarm,TRUCK,34.0
161023785,16040713,Structure Fire / Smoke in Building,04/11/2016 09:27:08 PM,04/11/2016 09:27:08 PM,04/11/2016 09:27:13 PM,04/11/2016 09:27:29 PM,04/11/2016 09:29:44 PM,,,Fire,04/11/2016 09:30:23 PM,TURK ST/MARKET ST/MASON ST,San Francisco,94103.0,3,True,Alarm,ENGINE,34.0
160983812,16039121,Medical Incident,04/07/2016 09:49:59 PM,04/07/2016 09:52:04 PM,04/07/2016 09:52:35 PM,04/07/2016 09:54:42 PM,04/07/2016 09:57:56 PM,,,Code 2 Transport,04/07/2016 10:03:21 PM,FULTON ST/18TH AVE,San Francisco,94121.0,3,True,Potentially Life-Threatening,ENGINE,12.0
161010572,16040068,Medical Incident,04/10/2016 03:52:01 AM,04/10/2016 03:52:01 AM,04/10/2016 03:55:55 AM,04/10/2016 03:55:55 AM,04/10/2016 03:59:32 AM,,,Patient Declined Transport,04/10/2016 04:39:28 AM,WALLER ST/CLAYTON ST,San Francisco,94117.0,3,True,Potentially Life-Threatening,MEDIC,3.0
161040204,16041132,Medical Incident,04/13/2016 01:46:39 AM,04/13/2016 01:49:24 AM,04/13/2016 01:49:54 AM,04/13/2016 01:52:14 AM,,,,Code 2 Transport,04/13/2016 01:57:05 AM,JONES ST/GOLDEN GATE AVE,San Francisco,94102.0,2,True,Non Life-threatening,ENGINE,36.0
160993675,16039486,Medical Incident,04/08/2016 09:35:01 PM,04/08/2016 09:36:46 PM,04/08/2016 09:38:12 PM,04/08/2016 09:39:15 PM,04/08/2016 09:44:39 PM,04/08/2016 10:04:16 PM,04/08/2016 10:49:48 PM,Code 2 Transport,04/08/2016 10:52:26 PM,SOUTH VAN NESS AVE/22ND ST,San Francisco,94110.0,2,True,Potentially Life-Threatening,MEDIC,20.0
160950848,16037552,Medical Incident,04/04/2016 09:01:00 AM,04/04/2016 09:01:31 AM,04/04/2016 09:01:48 AM,04/04/2016 09:04:55 AM,04/04/2016 09:06:14 AM,04/04/2016 09:39:29 AM,04/04/2016 09:49:30 AM,Code 3 Transport,04/04/2016 10:44:57 AM,FAXON AVE/END,San Francisco,94112.0,3,False,Potentially Life-Threatening,PRIVATE,41.0
160950418,16037520,Medical Incident,04/04/2016 05:58:01 AM,04/04/2016 05:58:49 AM,04/04/2016 05:59:26 AM,04/04/2016 06:00:04 AM,04/04/2016 06:06:19 AM,04/04/2016 06:22:55 AM,04/04/2016 06:42:06 AM,Code 2 Transport,04/04/2016 07:00:11 AM,WELSH ST/05TH ST,San Francisco,94107.0,3,False,Potentially Life-Threatening,PRIVATE,34.0
161000248,16039586,Medical Incident,04/09/2016 01:43:15 AM,04/09/2016 01:44:06 AM,04/09/2016 01:44:33 AM,04/09/2016 01:46:45 AM,04/09/2016 01:48:28 AM,,,Code 2 Transport,04/09/2016 01:56:36 AM,19TH AVE/SANTIAGO ST,San Francisco,94116.0,3,False,Potentially Life-Threatening,ENGINE,35.0
161012140,16040224,Traffic Collision,04/10/2016 03:10:00 PM,04/10/2016 03:11:33 PM,04/10/2016 03:13:52 PM,04/10/2016 03:14:01 PM,04/10/2016 03:27:18 PM,04/10/2016 03:34:26 PM,04/10/2016 03:49:26 PM,Code 2 Transport,04/10/2016 04:01:14 PM,WASHINGTON BLVD/COMPTON RD,San Francisco,94129.0,3,True,Non Life-threatening,MEDIC,27.0
161021511,16040520,Traffic Collision,04/11/2016 11:24:43 AM,04/11/2016 11:24:43 AM,04/11/2016 11:31:48 AM,04/11/2016 11:34:10 AM,04/11/2016 11:35:56 AM,,,Code 2 Transport,04/11/2016 11:56:06 AM,SAN JOSE AVE/RICE ST,San Francisco,94112.0,2,True,Non Life-threatening,ENGINE,28.0
160981253,16038850,Medical Incident,04/07/2016 10:04:23 AM,04/07/2016 10:04:23 AM,04/07/2016 10:06:04 AM,04/07/2016 10:06:04 AM,04/07/2016 10:06:04 AM,,,Code 3 Transport,04/07/2016 10:33:05 AM,19TH ST/SHOTWELL ST,San Francisco,94110.0,3,False,Potentially Life-Threatening,RESCUE SQUAD,20.0
160922101,16036475,Medical Incident,04/01/2016 02:51:13 PM,04/01/2016 02:51:13 PM,04/01/2016 02:51:23 PM,04/01/2016 02:53:21 PM,,,,Code 2 Transport,04/01/2016 02:54:33 PM,POST ST/LARKIN ST,San Francisco,94109.0,3,True,Potentially Life-Threatening,ENGINE,36.0
160970237,16038263,Medical Incident,04/06/2016 02:28:09 AM,04/06/2016 02:33:58 AM,04/06/2016 02:34:25 AM,04/06/2016 02:34:30 AM,04/06/2016 02:39:48 AM,04/06/2016 02:52:11 AM,04/06/2016 03:03:29 AM,Code 2 Transport,04/06/2016 03:22:04 AM,POLK ST/CEDAR ST,San Francisco,94109.0,2,True,Non Life-threatening,MEDIC,36.0
160992725,16039399,Medical Incident,04/08/2016 05:19:17 PM,04/08/2016 05:19:17 PM,04/08/2016 05:25:22 PM,04/08/2016 05:25:30 PM,04/08/2016 05:33:28 PM,04/08/2016 05:44:08 PM,04/08/2016 05:54:48 PM,Code 2 Transport,04/08/2016 06:42:18 PM,TRUMBULL ST/CONGDON ST,San Francisco,94112.0,3,True,Potentially Life-Threatening,MEDIC,7.0
160950172,16037487,Medical Incident,04/04/2016 02:10:05 AM,04/04/2016 02:10:31 AM,04/04/2016 02:10:52 AM,04/04/2016 02:13:06 AM,04/04/2016 02:14:29 AM,,,Code 2 Transport,04/04/2016 02:22:57 AM,BONIFACIO ST/LAPU-LAPU ST,San Francisco,94107.0,2,True,Potentially Life-Threatening,ENGINE,34.0
160942910,16037371,Medical Incident,04/03/2016 06:21:30 PM,04/03/2016 06:21:30 PM,04/03/2016 06:22:04 PM,04/03/2016 06:23:35 PM,04/03/2016 06:26:13 PM,,,No Merit,04/03/2016 06:28:51 PM,PAGE ST/BRODERICK ST,San Francisco,94117.0,2,False,Potentially Life-Threatening,ENGINE,3.0
161030379,16040790,Medical Incident,04/12/2016 05:07:35 AM,04/12/2016 05:08:01 AM,04/12/2016 05:08:43 AM,04/12/2016 05:10:54 AM,,,,Code 2 Transport,04/12/2016 05:13:15 AM,FRANKLIN ST/PINE ST,San Francisco,94109.0,3,True,Potentially Life-Threatening,ENGINE,39.0
160943519,16037442,Medical Incident,04/03/2016 10:00:58 PM,04/03/2016 10:03:04 PM,04/03/2016 10:03:27 PM,04/03/2016 10:04:42 PM,04/03/2016 10:07:14 PM,,,Fire,04/03/2016 10:17:50 PM,SUTTER ST/HYDE ST,San Francisco,94109.0,2,True,Non Life-threatening,ENGINE,21.0
161002000,16039805,Structure Fire / Smoke in Building,04/09/2016 03:16:43 PM,04/09/2016 03:16:43 PM,04/09/2016 03:17:25 PM,04/09/2016 03:18:46 PM,04/09/2016 03:19:54 PM,,,Fire,04/09/2016 03:20:20 PM,LOMBARD ST/BRODERICK ST,San Francisco,94123.0,3,True,Alarm,ENGINE,13.0
160981849,16038914,Traffic Collision,04/07/2016 12:37:52 PM,04/07/2016 12:37:52 PM,04/07/2016 12:38:28 PM,04/07/2016 12:39:50 PM,,,,Patient Declined Transport,04/07/2016 12:53:49 PM,MERLIN ST/HARRISON ST,San Francisco,94107.0,2,False,Non Life-threatening,PRIVATE,34.0
160982108,16038937,Medical Incident,04/07/2016 01:49:28 PM,04/07/2016 01:51:21 PM,04/07/2016 01:51:53 PM,04/07/2016 01:53:34 PM,04/07/2016 01:55:21 PM,,,Against Medical Advice,04/07/2016 01:59:34 PM,OFARRELL ST/JONES ST,San Francisco,94102.0,3,True,Potentially Life-Threatening,ENGINE,36.0
160982566,16038997,Medical Incident,04/07/2016 03:44:05 PM,04/07/2016 03:47:29 PM,04/07/2016 05:22:06 PM,04/07/2016 05:22:14 PM,04/07/2016 05:33:46 PM,04/07/2016 05:47:46 PM,04/07/2016 06:02:07 PM,Code 2 Transport,04/07/2016 06:16:03 PM,ERIE ST/MISSION ST,San Francisco,94103.0,2,True,Non Life-threatening,MEDIC,20.0
160992120,16039339,Medical Incident,04/08/2016 02:49:17 PM,04/08/2016 02:51:03 PM,04/08/2016 02:53:49 PM,04/08/2016 02:54:51 PM,04/08/2016 02:57:59 PM,,,Code 2 Transport,04/08/2016 03:12:25 PM,WALLER ST/POTOMAC ST,San Francisco,94117.0,3,True,Potentially Life-Threatening,ENGINE,3.0
160970132,16038249,Other,04/06/2016 01:04:41 AM,04/06/2016 01:06:17 AM,04/06/2016 01:06:42 AM,04/06/2016 01:10:32 AM,04/06/2016 01:26:25 AM,,,Fire,04/06/2016 01:26:30 AM,CALL BOX: FS YB-BLDG 213,Yerba Buena,94103.0,3,False,Alarm,TRUCK,8.0
160933464,16037049,Structure Fire / Smoke in Building,04/02/2016 09:17:48 PM,04/02/2016 09:18:25 PM,04/02/2016 09:18:58 PM,04/02/2016 09:20:17 PM,,,,Fire,04/02/2016 09:25:57 PM,18TH AVE/VICENTE ST,San Francisco,94116.0,3,True,Alarm,ENGINE,41.0
161043192,16041407,Medical Incident,04/13/2016 06:19:38 PM,04/13/2016 06:20:11 PM,04/13/2016 06:20:31 PM,04/13/2016 06:21:11 PM,04/13/2016 06:25:49 PM,,,Medical Examiner,04/13/2016 08:04:13 PM,FULTON ST/PIERCE ST,San Francisco,94117.0,3,False,Potentially Life-Threatening,PRIVATE,9.0
160942180,16037299,Medical Incident,04/03/2016 02:40:24 PM,04/03/2016 02:48:20 PM,04/03/2016 02:52:32 PM,04/03/2016 02:54:29 PM,04/03/2016 03:13:54 PM,04/03/2016 03:38:12 PM,04/03/2016 03:57:41 PM,Code 2 Transport,04/03/2016 04:23:20 PM,SOUTH VAN NESS AVE/22ND ST,San Francisco,94110.0,2,False,Non Life-threatening,PRIVATE,20.0
160941833,16037262,Vehicle Fire,04/03/2016 01:05:39 PM,04/03/2016 01:08:27 PM,04/03/2016 01:09:40 PM,04/03/2016 01:11:23 PM,04/03/2016 01:13:58 PM,,,Fire,04/03/2016 01:18:56 PM,BEACH ST/JONES ST,San Francisco,94133.0,3,True,Fire,ENGINE,23.0
160960808,16037923,Medical Incident,04/05/2016 08:45:42 AM,04/05/2016 08:47:12 AM,04/05/2016 08:47:28 AM,04/05/2016 08:48:03 AM,04/05/2016 08:48:03 AM,04/05/2016 09:25:28 AM,04/05/2016 09:51:53 AM,Code 2 Transport,04/05/2016 10:28:40 AM,LEESE ST/RICHLAND AVE,San Francisco,94110.0,2,False,Non Life-threatening,PRIVATE,2.0
161021574,16040528,Medical Incident,04/11/2016 11:41:33 AM,04/11/2016 11:41:33 AM,04/11/2016 12:48:43 PM,04/11/2016 12:48:43 PM,04/11/2016 12:48:43 PM,,,Patient Declined Transport,04/11/2016 12:55:44 PM,MARKET ST/POWELL ST,San Francisco,94103.0,3,True,Potentially Life-Threatening,MEDIC,34.0
160972932,16038524,Traffic Collision,04/06/2016 04:20:21 PM,04/06/2016 04:22:13 PM,04/06/2016 04:26:25 PM,04/06/2016 04:27:18 PM,04/06/2016 04:40:44 PM,04/06/2016 05:31:30 PM,04/06/2016 05:32:28 PM,Other,04/06/2016 06:15:09 PM,SOUTH VAN NESS AVE/22ND ST,San Francisco,94110.0,2,False,Non Life-threatening,PRIVATE,20.0
161013064,16040307,Alarms,04/10/2016 07:52:52 PM,04/10/2016 07:54:15 PM,04/10/2016 07:54:34 PM,04/10/2016 07:55:54 PM,04/10/2016 07:59:22 PM,,,Fire,04/10/2016 07:59:25 PM,WOODSIDE AVE/IDORA AVE,San Francisco,94131.0,3,False,Alarm,CHIEF,41.0
160993864,16039510,Traffic Collision,04/08/2016 10:35:11 PM,04/08/2016 10:35:11 PM,04/08/2016 10:36:23 PM,04/08/2016 10:36:34 PM,04/08/2016 10:47:35 PM,04/08/2016 11:11:45 PM,04/08/2016 11:24:35 PM,Other,04/09/2016 01:00:32 AM,TOWNSEND ST/05TH ST,San Francisco,94107.0,3,True,Potentially Life-Threatening,MEDIC,4.0
160923198,16036578,Traffic Collision,04/01/2016 07:26:34 PM,04/01/2016 07:26:34 PM,04/01/2016 07:26:50 PM,04/01/2016 07:27:41 PM,04/01/2016 07:30:19 PM,,,Patient Declined Transport,04/01/2016 07:37:23 PM,BEACH ST/HYDE ST,San Francisco,94109.0,3,False,Potentially Life-Threatening,ENGINE,32.0
160942536,16037335,Medical Incident,04/03/2016 04:34:48 PM,04/03/2016 04:37:24 PM,04/03/2016 04:38:07 PM,04/03/2016 04:38:20 PM,04/03/2016 04:47:34 PM,04/03/2016 05:12:54 PM,04/03/2016 05:20:48 PM,Code 2 Transport,04/03/2016 05:43:18 PM,LARKIN ST/PINE ST,San Francisco,94109.0,2,True,Potentially Life-Threatening,MEDIC,21.0
211620171,21068937,Alarms,06/11/2021 02:02:43 AM,06/11/2021 02:04:23 AM,06/11/2021 02:04:30 AM,06/11/2021 02:06:20 AM,06/11/2021 02:09:19 AM,,,Fire,06/11/2021 02:21:02 AM,FULTON ST/CLAYTON ST,San Francisco,94117.0,3,False,Alarm,ENGINE,18.0
161011470,16040172,Medical Incident,04/10/2016 11:53:24 AM,04/10/2016 11:54:38 AM,04/10/2016 11:55:39 AM,04/10/2016 11:58:03 AM,04/10/2016 12:00:10 PM,,,Code 2 Transport,04/10/2016 12:08:40 PM,FOLSOM ST/10TH ST,San Francisco,94103.0,2,True,Potentially Life-Threatening,ENGINE,34.0
161033762,16041063,Alarms,04/12/2016 08:30:44 PM,04/12/2016 08:32:10 PM,04/12/2016 08:32:23 PM,04/12/2016 08:34:37 PM,04/12/2016 08:37:57 PM,,,Fire,04/12/2016 08:45:19 PM,16TH ST/CAROLINA ST,San Francisco,94103.0,3,False,Alarm,TRUCK,4.0
160963241,16038134,Medical Incident,04/05/2016 06:20:12 PM,04/05/2016 06:21:21 PM,04/05/2016 06:22:05 PM,04/05/2016 06:23:08 PM,04/05/2016 06:32:04 PM,04/05/2016 06:40:53 PM,04/05/2016 06:49:52 PM,Code 3 Transport,04/05/2016 07:26:24 PM,FERNWOOD DR/RAVENWOOD DR/ROSEWOOD DR,San Francisco,94127.0,3,False,Potentially Life-Threatening,PRIVATE,41.0
160993062,16039424,Alarms,04/08/2016 06:34:01 PM,04/08/2016 06:35:42 PM,04/08/2016 06:37:43 PM,04/08/2016 06:37:43 PM,04/08/2016 06:41:54 PM,,,Fire,04/08/2016 06:46:09 PM,BATTERY ST/CALIFORNIA ST,San Francisco,94111.0,3,False,Alarm,CHIEF,8.0
160970394,16038276,Medical Incident,04/06/2016 05:05:34 AM,04/06/2016 05:05:34 AM,04/06/2016 05:05:57 AM,04/06/2016 05:06:28 AM,04/06/2016 05:12:33 AM,04/06/2016 05:22:41 AM,04/06/2016 05:55:37 AM,Code 2 Transport,04/06/2016 06:28:28 AM,ARCH ST/GARFIELD ST,San Francisco,94132.0,3,True,Potentially Life-Threatening,MEDIC,24.0
160932490,16036946,Structure Fire / Smoke in Building,04/02/2016 04:40:13 PM,04/02/2016 04:40:13 PM,04/02/2016 04:40:54 PM,04/02/2016 04:42:12 PM,,,,Fire,04/02/2016 04:44:22 PM,09TH AVE/LINCOLN WAY,San Francisco,94122.0,3,False,Alarm,TRUCK,14.0
160983688,16039112,Medical Incident,04/07/2016 09:08:27 PM,04/07/2016 09:09:57 PM,04/07/2016 09:10:33 PM,04/07/2016 09:11:09 PM,04/07/2016 09:15:42 PM,04/07/2016 09:46:14 PM,04/07/2016 10:05:30 PM,Code 3 Transport,04/07/2016 10:50:55 PM,AVALON AVE/PARIS ST,San Francisco,94112.0,3,False,Non Life-threatening,PRIVATE,7.0
160981833,16038913,Medical Incident,04/07/2016 12:31:46 PM,04/07/2016 12:33:00 PM,04/07/2016 12:34:58 PM,04/07/2016 12:35:04 PM,04/07/2016 12:47:11 PM,04/07/2016 01:00:41 PM,04/07/2016 01:05:40 PM,Code 2 Transport,04/07/2016 01:40:41 PM,POLK ST/WILLOW ST,San Francisco,94109.0,2,True,Non Life-threatening,MEDIC,36.0
160924006,16036654,Medical Incident,04/01/2016 11:38:20 PM,04/01/2016 11:41:32 PM,04/01/2016 11:42:31 PM,04/01/2016 11:42:36 PM,04/01/2016 11:52:18 PM,,,Patient Declined Transport,04/02/2016 12:30:27 AM,22ND ST/POTRERO AVE,San Francisco,94110.0,2,True,Non Life-threatening,MEDIC,20.0
160930393,16036707,Structure Fire / Smoke in Building,04/02/2016 02:50:32 AM,04/02/2016 02:50:32 AM,04/02/2016 02:50:53 AM,04/02/2016 02:53:11 AM,,,,Fire,04/02/2016 02:54:18 AM,24TH ST/FOLSOM ST,San Francisco,94110.0,3,False,Alarm,TRUCK,20.0
160971879,16038408,Medical Incident,04/06/2016 12:32:21 PM,04/06/2016 12:32:55 PM,04/06/2016 12:33:04 PM,04/06/2016 12:34:06 PM,04/06/2016 12:38:35 PM,,,Fire,04/06/2016 12:40:22 PM,MARKET ST/BRADY ST,San Francisco,94103.0,3,False,Potentially Life-Threatening,PRIVATE,20.0
161020984,16040470,Medical Incident,04/11/2016 09:16:25 AM,04/11/2016 09:17:43 AM,04/11/2016 09:40:09 AM,04/11/2016 09:40:36 AM,04/11/2016 09:43:49 AM,04/11/2016 09:54:29 AM,04/11/2016 10:08:58 AM,Code 2 Transport,04/11/2016 10:32:17 AM,BRYANT ST/LANGTON ST,San Francisco,94103.0,2,True,Potentially Life-Threatening,MEDIC,34.0
161020614,16040439,Medical Incident,04/11/2016 07:29:41 AM,04/11/2016 07:30:58 AM,04/11/2016 07:31:32 AM,04/11/2016 07:33:11 AM,04/11/2016 07:34:54 AM,,,Code 2 Transport,04/11/2016 07:46:22 AM,JOHN ST/MASON ST,San Francisco,94133.0,3,True,Potentially Life-Threatening,ENGINE,21.0
161000783,16039660,Citizen Assist / Service Call,04/09/2016 08:07:41 AM,04/09/2016 08:11:30 AM,04/09/2016 08:14:42 AM,04/09/2016 08:14:42 AM,04/09/2016 08:17:49 AM,,,Fire,04/09/2016 08:24:21 AM,BAY ST/SCOTT ST,San Francisco,94123.0,3,True,Alarm,ENGINE,13.0
161023366,16040678,Medical Incident,04/11/2016 07:01:04 PM,04/11/2016 07:01:36 PM,04/11/2016 07:03:38 PM,04/11/2016 07:05:11 PM,,,,Code 2 Transport,04/11/2016 07:08:32 PM,WHITNEY YOUNG CIR/CASHMERE ST/DEDMAN CT,San Francisco,94124.0,3,True,Potentially Life-Threatening,ENGINE,1.0
161013432,16040350,Medical Incident,04/10/2016 10:14:03 PM,04/10/2016 10:17:02 PM,04/10/2016 10:17:42 PM,04/10/2016 10:18:17 PM,04/10/2016 10:28:38 PM,04/10/2016 10:47:13 PM,04/10/2016 11:18:02 PM,Code 2 Transport,04/10/2016 11:41:24 PM,VAN NESS AVE/BROADWAY,San Francisco,94109.0,2,True,Non Life-threatening,MEDIC,32.0
161003449,16039976,Structure Fire / Smoke in Building,04/09/2016 10:34:29 PM,04/09/2016 10:34:51 PM,04/09/2016 10:35:09 PM,04/09/2016 10:36:56 PM,,,,Fire,04/09/2016 10:42:12 PM,BEMIS ST/MATEO ST,San Francisco,94131.0,3,False,Alarm,CHIEF,10.0
160941192,16037211,Medical Incident,04/03/2016 10:02:04 AM,04/03/2016 10:03:38 AM,04/03/2016 10:04:46 AM,04/03/2016 10:06:15 AM,04/03/2016 10:11:01 AM,,,Code 2 Transport,04/03/2016 10:16:58 AM,DEMING ST/CLAYTON ST,San Francisco,94114.0,3,False,Non Life-threatening,ENGINE,5.0
160950724,16037543,Alarms,04/04/2016 08:21:41 AM,04/04/2016 08:22:37 AM,04/04/2016 08:22:48 AM,04/04/2016 08:24:23 AM,04/04/2016 08:27:11 AM,,,Fire,04/04/2016 08:33:06 AM,CASTLE ST/GREEN ST,San Francisco,94133.0,3,False,Alarm,ENGINE,23.0
160993719,16039491,Traffic Collision,04/08/2016 09:48:44 PM,04/08/2016 09:48:44 PM,04/08/2016 09:50:41 PM,04/08/2016 09:52:07 PM,,,,No Merit,04/08/2016 09:56:00 PM,TRUMBULL ST/CRAUT ST,San Francisco,94112.0,3,False,Potentially Life-Threatening,TRUCK,7.0
160940637,16037158,Medical Incident,04/03/2016 05:01:10 AM,04/03/2016 05:02:49 AM,04/03/2016 05:03:39 AM,04/03/2016 05:03:50 AM,04/03/2016 05:10:30 AM,04/03/2016 05:28:19 AM,04/03/2016 05:43:16 AM,Code 2 Transport,04/03/2016 06:03:21 AM,ELLIS ST/TAYLOR ST,San Francisco,94102.0,2,True,Potentially Life-Threatening,MEDIC,36.0
