Call Number,Unit ID,Incident Number,Call Type,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhooods - Analysis Boundaries,RowID,case_location,data_as_of,data_loaded_at,Analysis Neighborhoods
161043175,E12,16041405,Medical Incident,04/13/2016,04/13/2016,04/13/2016 06:13:36 PM,04/13/2016 06:14:01 PM,04/13/2016 06:14:32 PM,04/13/2016 06:16:03 PM,04/13/2016 06:18:49 PM,,,Code 2 Transport,04/13/2016 06:32:59 PM,URANUS TER/DEMING ST,San Francisco,94114,B05,24,5265,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,5,8,Castro/Upper Market,161043175-E12,POINT (-122.44531 37.76048),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,5
161022042,E05,16040573,Medical Incident,04/11/2016,04/11/2016,04/11/2016 01:36:09 PM,04/11/2016 01:37:20 PM,04/11/2016 01:37:33 PM,04/11/2016 01:38:14 PM,04/11/2016 01:44:00 PM,,,Code 2 Transport,04/11/2016 01:47:58 PM,CHURCH ST/DUBOCE AVE,San Francisco,94114,B02,06,3525,2,2,2,true,Non Life-threatening,1,ENGINE,2,2,8,Hayes Valley,161022042-E05,POINT (-122.42913 37.769455),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,5
160971248,E08,16038358,Medical Incident,04/06/2016,04/06/2016,04/06/2016 10:06:07 AM,04/06/2016 10:10:43 AM,04/06/2016 10:11:15 AM,04/06/2016 10:12:16 AM,04/06/2016 10:15:48 AM,,,Code 2 Transport,04/06/2016 10:31:32 AM,04TH ST/MINNA ST,San Francisco,94103,B03,01,2178,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,3,6,Financial District/South Beach,160971248-E08,POINT (-122.40371 37.784046),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,8
160960372,78,16037885,Medical Incident,04/05/2016,04/04/2016,04/05/2016 05:10:28 AM,04/05/2016 05:11:53 AM,04/05/2016 05:12:00 AM,04/05/2016 05:12:08 AM,04/05/2016 05:19:03 AM,04/05/2016 05:31:09 AM,04/05/2016 05:46:33 AM,Code 2 Transport,04/05/2016 05:59:06 AM,LAGUNA ST/GOLDEN GATE AVE,San Francisco,94102,B02,05,3411,2,2,2,true,Non Life-threatening,1,MEDIC,1,2,5,Western Addition,160960372-78,POINT (-122.42702 37.780193),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,39
160982501,E29,16038987,Medical Incident,04/07/2016,04/07/2016,04/07/2016 03:28:12 PM,04/07/2016 03:30:17 PM,04/07/2016 03:31:45 PM,04/07/2016 03:32:35 PM,04/07/2016 03:35:29 PM,,,Code 2 Transport,04/07/2016 03:50:59 PM,20TH ST/CONNECTICUT ST,San Francisco,94107,B10,37,2523,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,10,10,Potrero Hill,160982501-E29,POINT (-122.39725 37.759968),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,26
160941627,E32,16037248,Medical Incident,04/03/2016,04/03/2016,04/03/2016 11:57:54 AM,04/03/2016 11:58:47 AM,04/03/2016 11:59:11 AM,04/03/2016 12:00:03 PM,04/03/2016 12:01:49 PM,,,Code 2 Transport,04/03/2016 12:19:31 PM,COLERIDGE ST/CORTLAND AVE,San Francisco,94110,B06,32,5626,3,3,3,false,Potentially Life-Threatening,1,ENGINE,1,6,9,Bernal Heights,160941627-E32,POINT (-122.421745 37.74058),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,2
161023767,E44,16040712,Structure Fire / Smoke in Building,04/11/2016,04/11/2016,04/11/2016 09:21:10 PM,04/11/2016 09:22:18 PM,04/11/2016 09:22:41 PM,04/11/2016 09:24:53 PM,04/11/2016 09:27:09 PM,,,Fire,04/11/2016 10:04:37 PM,BLYTHDALE AVE/BROOKDALE AVE,San Francisco,94134,B09,43,6241,3,A,2,true,Alarm,1,ENGINE,1,9,10,Visitacion Valley,161023767-E44,POINT (-122.42224 37.711315),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,40
161024172,KM03,16040742,Medical Incident,04/11/2016,04/11/2016,04/11/2016 11:32:50 PM,04/11/2016 11:34:12 PM,04/11/2016 11:34:33 PM,04/11/2016 11:35:09 PM,04/11/2016 11:36:57 PM,04/11/2016 11:43:09 PM,,Code 2 Transport,04/12/2016 12:20:50 AM,24TH ST/POTRERO AVE,San Francisco,94110,B10,37,2552,2,2,2,false,Non Life-threatening,1,PRIVATE,1,10,9,Mission,161024172-KM03,POINT (-122.406334 37.753002),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,20
161012107,E23,16040221,Traffic Collision,04/10/2016,04/10/2016,04/10/2016 03:04:02 PM,04/10/2016 03:04:02 PM,04/10/2016 03:04:51 PM,04/10/2016 03:06:14 PM,04/10/2016 03:07:54 PM,,,Patient Declined Transport,04/10/2016 03:31:09 PM,47TH AVE/KIRKHAM ST,San Francisco,94122,B08,23,7717,2,2,2,false,Non Life-threatening,1,ENGINE,1,8,4,Sunset/Parkside,161012107-E23,POINT (-122.50687 37.758514),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,35
161010499,71,16040056,Medical Incident,04/10/2016,04/09/2016,04/10/2016 03:10:41 AM,04/10/2016 03:12:48 AM,04/10/2016 03:27:01 AM,04/10/2016 03:27:01 AM,,,,Fire,04/10/2016 03:35:29 AM,BROOKDALE AVE/SANTOS ST,San Francisco,94134,B09,43,6244,2,2,2,true,Non Life-threatening,1,MEDIC,3,9,10,Visitacion Valley,161010499-71,POINT (-122.41876 37.711933),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,40
161011756,T03,16040197,Alarms,04/10/2016,04/10/2016,04/10/2016 01:16:57 PM,04/10/2016 01:18:24 PM,04/10/2016 01:18:35 PM,04/10/2016 01:20:20 PM,04/10/2016 01:21:55 PM,,,Fire,04/10/2016 01:28:23 PM,VAN NESS AVE/CALIFORNIA ST,San Francisco,94109,B04,38,3155,3,3,3,false,Alarm,1,TRUCK,3,4,2,Nob Hill,161011756-T03,POINT (-122.42233 37.79037),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,30
161023767,T15,16040712,Structure Fire / Smoke in Building,04/11/2016,04/11/2016,04/11/2016 09:21:10 PM,04/11/2016 09:22:18 PM,04/11/2016 09:22:41 PM,04/11/2016 09:23:59 PM,04/11/2016 09:28:48 PM,,,Fire,04/11/2016 09:49:10 PM,BLYTHDALE AVE/BROOKDALE AVE,San Francisco,94134,B09,43,6241,3,A,2,false,Alarm,1,TRUCK,5,9,10,Visitacion Valley,161023767-T15,POINT (-122.42224 37.711315),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,40
160992725,BE1,16039399,Medical Incident,04/08/2016,04/08/2016,04/08/2016 05:19:17 PM,04/08/2016 05:19:17 PM,04/08/2016 05:29:38 PM,04/08/2016 05:29:38 PM,,,,Code 2 Transport,04/08/2016 08:16:08 PM,TRUMBULL ST/CONGDON ST,San Francisco,94112,B09,32,8263,3,3,3,false,Potentially Life-Threatening,1,SUPPORT,10,9,11,Excelsior,160992725-BE1,POINT (-122.42615 37.73088),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,7
161002428,T15,16039857,Structure Fire / Smoke in Building,04/09/2016,04/09/2016,04/09/2016 05:21:31 PM,04/09/2016 05:23:43 PM,04/09/2016 05:23:54 PM,04/09/2016 05:25:15 PM,,,,Fire,04/09/2016 05:40:06 PM,GARCES DR/GONZALEZ DR,San Francisco,94132,B08,19,8774,3,3,3,false,Alarm,1,TRUCK,5,8,7,Lakeshore,161002428-T15,POINT (-122.47843 37.71591),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,16
161023596,E05,16040699,Medical Incident,04/11/2016,04/11/2016,04/11/2016 08:21:18 PM,04/11/2016 08:21:36 PM,04/11/2016 08:21:52 PM,04/11/2016 08:22:08 PM,04/11/2016 08:23:33 PM,,,Code 2 Transport,04/11/2016 08:41:01 PM,MCALLISTER ST/SCOTT ST,San Francisco,94115,B05,05,3642,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,5,5,Western Addition,161023596-E05,POINT (-122.4367 37.778008),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,39
160971707,E03,16038397,Medical Incident,04/06/2016,04/06/2016,04/06/2016 11:54:43 AM,04/06/2016 11:55:55 AM,04/06/2016 11:56:19 AM,04/06/2016 11:56:29 AM,,,,Code 2 Transport,04/06/2016 12:21:09 PM,STOCKTON ST/GEARY ST,San Francisco,94108,B01,01,1323,2,2,2,true,Non Life-threatening,1,ENGINE,3,1,3,Financial District/South Beach,160971707-E03,POINT (-122.40659 37.787567),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,8
160942378,70,16037317,Medical Incident,04/03/2016,04/03/2016,04/03/2016 03:43:26 PM,04/03/2016 03:45:51 PM,04/03/2016 03:46:37 PM,04/03/2016 03:46:44 PM,04/03/2016 03:54:30 PM,04/03/2016 04:03:43 PM,04/03/2016 04:10:43 PM,Code 2 Transport,04/03/2016 04:29:01 PM,WEBSTER ST/GOLDEN GATE AVE,San Francisco,94115,B05,05,3516,2,3,3,true,Potentially Life-Threatening,1,MEDIC,2,5,5,Western Addition,160942378-70,POINT (-122.43024 37.77978),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,39
160930030,E07,16036670,Medical Incident,04/02/2016,04/01/2016,04/02/2016 12:10:57 AM,04/02/2016 12:11:59 AM,04/02/2016 12:12:20 AM,04/02/2016 12:13:51 AM,04/02/2016 12:16:58 AM,,,Code 2 Transport,04/02/2016 12:28:08 AM,16TH ST/MISSION ST,San Francisco,94103,B02,07,5239,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,2,9,Mission,160930030-E07,POINT (-122.41967 37.765053),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,20
160972343,82,16038459,Medical Incident,04/06/2016,04/06/2016,04/06/2016 02:15:41 PM,04/06/2016 02:16:58 PM,04/06/2016 02:17:34 PM,04/06/2016 02:17:40 PM,04/06/2016 02:23:13 PM,04/06/2016 02:54:58 PM,04/06/2016 03:22:07 PM,Code 2 Transport,04/06/2016 03:57:52 PM,GREEN ST/JONES ST,San Francisco,94133,B01,41,1533,2,2,2,true,Non Life-threatening,1,MEDIC,2,1,3,Russian Hill,160972343-82,POINT (-122.41557 37.79868),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,21
160973502,E12,16038596,Medical Incident,04/06/2016,04/06/2016,04/06/2016 06:13:52 PM,04/06/2016 06:15:32 PM,04/06/2016 06:24:20 PM,04/06/2016 06:24:40 PM,04/06/2016 06:28:22 PM,,,Code 2 Transport,04/06/2016 06:34:51 PM,IRVING ST/09TH AVE,San Francisco,94122,B08,22,7333,2,2,2,true,Potentially Life-Threatening,1,ENGINE,1,7,5,Inner Sunset,160973502-E12,POINT (-122.46631 37.764038),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,14
160950045,E39,16037472,Medical Incident,04/04/2016,04/03/2016,04/04/2016 12:29:35 AM,04/04/2016 12:29:35 AM,04/04/2016 12:30:19 AM,04/04/2016 12:32:43 AM,04/04/2016 12:36:40 AM,,,Code 3 Transport,04/04/2016 12:39:08 AM,ULLOA ST/20TH AVE,San Francisco,94116,B08,40,7434,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,8,4,Sunset/Parkside,160950045-E39,POINT (-122.47663 37.74114),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,35
160961134,AM10,16037949,Medical Incident,04/05/2016,04/05/2016,04/05/2016 10:10:34 AM,04/05/2016 10:14:44 AM,04/05/2016 10:15:27 AM,04/05/2016 10:16:29 AM,04/05/2016 10:19:18 AM,04/05/2016 10:53:16 AM,04/05/2016 11:33:19 AM,Code 2 Transport,04/05/2016 11:58:59 AM,06TH ST/TEHAMA ST,San Francisco,94103,B03,01,2252,2,2,2,false,Non Life-threatening,1,PRIVATE,1,3,6,South of Market,160961134-AM10,POINT (-122.40663 37.779316),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,34
161013005,B08,16040304,Structure Fire / Smoke in Building,04/10/2016,04/10/2016,04/10/2016 07:29:22 PM,04/10/2016 07:30:15 PM,04/10/2016 07:30:27 PM,04/10/2016 07:33:06 PM,04/10/2016 07:36:47 PM,,,Code 2 Transport,04/10/2016 07:56:55 PM,45TH AVE/LINCOLN WAY,San Francisco,94122,B08,23,7654,3,3,3,false,Alarm,1,CHIEF,4,8,1,Golden Gate Park,161013005-B08,POINT (-122.50512 37.764214),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,12
161022696,B09,16040632,Structure Fire / Smoke in Building,04/11/2016,04/11/2016,04/11/2016 04:26:40 PM,04/11/2016 04:27:17 PM,04/11/2016 04:28:27 PM,04/11/2016 04:29:21 PM,04/11/2016 04:35:33 PM,,,Fire,04/11/2016 05:59:10 PM,UNIVERSITY ST/OLMSTEAD ST,San Francisco,94134,B09,44,6322,3,3,3,false,Alarm,1,CHIEF,5,9,9,Portola,161022696-B09,POINT (-122.411476 37.720253),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,25
160932853,RS2,16036982,Medical Incident,04/02/2016,04/02/2016,04/02/2016 06:12:18 PM,04/02/2016 06:13:35 PM,04/02/2016 06:14:21 PM,04/02/2016 06:16:16 PM,04/02/2016 06:18:01 PM,,,Code 3 Transport,04/02/2016 06:47:00 PM,23RD ST/SHOTWELL ST,San Francisco,94110,B06,07,0544,3,3,3,false,Potentially Life-Threatening,1,RESCUE SQUAD,1,6,9,Mission,160932853-RS2,POINT (-122.41532 37.754032),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,20
161031445,71,16040881,Traffic Collision,04/12/2016,04/12/2016,04/12/2016 11:17:16 AM,04/12/2016 11:18:12 AM,04/12/2016 11:18:42 AM,04/12/2016 11:19:56 AM,,,,Code 2 Transport,04/12/2016 11:22:14 AM,RANKIN ST/INNES AVE,San Francisco,94124,B10,09,6545,3,3,3,true,Potentially Life-Threatening,1,MEDIC,5,10,10,Bayview Hunters Point,161031445-71,POINT (-122.39459 37.742653),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,1
160943012,E41,16037379,Medical Incident,04/03/2016,04/03/2016,04/03/2016 06:56:38 PM,04/03/2016 06:57:01 PM,04/03/2016 06:58:19 PM,04/03/2016 06:58:19 PM,,,,Code 2 Transport,04/03/2016 06:58:45 PM,ELLIS ST/LEAVENWORTH ST,San Francisco,94109,B03,03,1461,3,3,3,false,Non Life-threatening,1,ENGINE,5,2,6,Tenderloin,160943012-E41,POINT (-122.41443 37.784657),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,36
161002401,AM12,16039852,Medical Incident,04/09/2016,04/09/2016,04/09/2016 05:13:52 PM,04/09/2016 05:15:12 PM,04/09/2016 05:15:35 PM,04/09/2016 05:16:25 PM,04/09/2016 05:20:51 PM,04/09/2016 05:29:21 PM,04/09/2016 05:51:43 PM,Code 2 Transport,04/09/2016 06:18:16 PM,WEBSTER ST/GOLDEN GATE AVE,San Francisco,94115,B05,05,3516,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,5,5,Western Addition,161002401-AM12,POINT (-122.43024 37.77978),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,39
160931299,88,16036812,Medical Incident,04/02/2016,04/02/2016,04/02/2016 10:57:13 AM,04/02/2016 11:00:12 AM,04/02/2016 11:27:13 AM,04/02/2016 11:27:30 AM,04/02/2016 11:34:05 AM,04/02/2016 11:43:00 AM,04/02/2016 12:04:43 PM,Code 2 Transport,04/02/2016 12:29:31 PM,BACHE ST/CRESCENT AVE,San Francisco,94110,B06,32,5751,2,2,2,true,Non Life-threatening,1,MEDIC,2,6,9,Bernal Heights,160931299-88,POINT (-122.41748 37.73492),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,2
161020744,E09,16040451,Alarms,04/11/2016,04/11/2016,04/11/2016 08:08:44 AM,04/11/2016 08:10:21 AM,04/11/2016 08:10:55 AM,04/11/2016 08:12:41 AM,04/11/2016 08:14:57 AM,,,Fire,04/11/2016 08:41:32 AM,22ND ST/POTRERO AVE,San Francisco,94110,B10,37,2552,3,3,3,true,Alarm,1,ENGINE,1,10,10,Mission,161020744-E09,POINT (-122.40664 37.75617),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,20
161043085,T08,16041399,Citizen Assist / Service Call,04/13/2016,04/13/2016,04/13/2016 05:48:57 PM,04/13/2016 05:49:43 PM,04/13/2016 05:50:08 PM,04/13/2016 05:51:32 PM,04/13/2016 05:55:47 PM,,,Fire,04/13/2016 05:59:10 PM,04TH ST/TOWNSEND ST,San Francisco,94107,B03,08,2224,3,3,3,false,Alarm,1,TRUCK,1,3,6,South of Market,161043085-T08,POINT (-122.39498 37.77709),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,34
160950708,54,16037541,Traffic Collision,04/04/2016,04/04/2016,04/04/2016 08:16:45 AM,04/04/2016 08:17:39 AM,04/04/2016 08:18:03 AM,04/04/2016 08:18:15 AM,04/04/2016 08:21:45 AM,,,Patient Declined Transport,04/04/2016 08:37:36 AM,03RD ST/CARROLL AVE,San Francisco,94124,B10,17,6537,3,3,3,true,Potentially Life-Threatening,1,MEDIC,1,10,10,Bayview Hunters Point,160950708-54,POINT (-122.39424 37.725475),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,1
160962710,AM16,16038090,Medical Incident,04/05/2016,04/05/2016,04/05/2016 04:26:27 PM,04/05/2016 04:28:12 PM,04/05/2016 04:32:11 PM,04/05/2016 04:32:40 PM,04/05/2016 04:44:51 PM,04/05/2016 04:57:14 PM,04/05/2016 05:22:03 PM,Code 2 Transport,04/05/2016 05:52:29 PM,WEBSTER ST/GOLDEN GATE AVE,San Francisco,94115,B05,05,3516,2,2,2,false,Potentially Life-Threatening,1,PRIVATE,1,5,5,Western Addition,160962710-AM16,POINT (-122.43024 37.77978),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,39
161032325,T17,16040953,Outside Fire,04/12/2016,04/12/2016,04/12/2016 02:54:19 PM,04/12/2016 02:54:19 PM,04/12/2016 02:54:33 PM,04/12/2016 02:57:08 PM,04/12/2016 02:58:09 PM,,,Fire,04/12/2016 03:01:28 PM,QUESADA AVE/HAWES ST,San Francisco,94124,B10,17,6634,3,3,3,false,Fire,1,TRUCK,2,10,10,Bayview Hunters Point,161032325-T17,POINT (-122.382126 37.72805),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,1
161022203,T02,16040589,Structure Fire / Smoke in Building,04/11/2016,04/11/2016,04/11/2016 02:24:16 PM,04/11/2016 02:25:27 PM,04/11/2016 02:25:51 PM,04/11/2016 02:26:45 PM,04/11/2016 02:29:28 PM,,,Fire,04/11/2016 02:39:35 PM,FRANCISCO ST/BRET HARTE TER,San Francisco,94133,B01,28,1526,3,3,3,false,Alarm,1,TRUCK,1,1,2,Russian Hill,161022203-T02,POINT (-122.41748 37.804176),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,32
161021420,E03,16040511,Medical Incident,04/11/2016,04/11/2016,04/11/2016 11:02:19 AM,04/11/2016 11:02:41 AM,04/11/2016 11:02:55 AM,04/11/2016 11:05:15 AM,,,,Code 3 Transport,04/11/2016 11:08:59 AM,ELLIS ST/PIERCE ST,San Francisco,94115,B05,05,3644,3,3,3,true,Potentially Life-Threatening,1,ENGINE,3,5,5,Western Addition,161021420-E03,POINT (-122.435814 37.78194),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,39
161021526,KM01,16040524,Medical Incident,04/11/2016,04/11/2016,04/11/2016 11:27:49 AM,04/11/2016 11:28:36 AM,04/11/2016 11:30:24 AM,04/11/2016 11:30:24 AM,04/11/2016 11:36:10 AM,04/11/2016 11:51:23 AM,04/11/2016 12:09:07 PM,Code 2 Transport,04/11/2016 01:04:24 PM,26TH ST/SANCHEZ ST,San Francisco,94131,B06,11,5537,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,6,8,Noe Valley,161021526-KM01,POINT (-122.429344 37.748363),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,22
160930991,79,16036774,Medical Incident,04/02/2016,04/02/2016,04/02/2016 09:23:09 AM,04/02/2016 09:23:38 AM,04/02/2016 09:23:52 AM,04/02/2016 09:23:58 AM,04/02/2016 09:36:37 AM,04/02/2016 09:49:32 AM,04/02/2016 10:23:15 AM,Code 2 Transport,04/02/2016 10:49:44 AM,EXETER ST/SALINAS AVE,San Francisco,94124,B10,44,6323,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,10,10,Bayview Hunters Point,160930991-79,POINT (-122.39901 37.721302),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,1
161041675,60,16041262,Medical Incident,04/13/2016,04/13/2016,04/13/2016 11:58:27 AM,04/13/2016 11:59:51 AM,04/13/2016 11:59:59 AM,04/13/2016 12:00:23 PM,04/13/2016 12:06:22 PM,,,Against Medical Advice,04/13/2016 01:04:36 PM,WAVERLY PL/CLAY ST,San Francisco,94108,B01,13,1313,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,1,3,Chinatown,161041675-60,POINT (-122.40682 37.794197),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,6
161033067,E39,16041004,Medical Incident,04/12/2016,04/12/2016,04/12/2016 05:25:40 PM,04/12/2016 05:25:57 PM,04/12/2016 05:26:08 PM,04/12/2016 05:28:32 PM,04/12/2016 05:31:09 PM,,,Patient Declined Transport,04/12/2016 05:31:38 PM,ULLOA ST/MADRONE AVE,San Francisco,94127,B08,39,8611,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,8,7,West of Twin Peaks,161033067-E39,POINT (-122.46763 37.741505),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,41
160951566,E20,16037605,Medical Incident,04/04/2016,04/04/2016,04/04/2016 11:58:26 AM,04/04/2016 11:58:58 AM,04/04/2016 11:59:37 AM,04/04/2016 12:01:15 PM,04/04/2016 12:04:16 PM,,,SFPD,04/04/2016 12:09:06 PM,WARREN DR/OAKHURST LN,San Francisco,94131,B08,20,5376,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,8,7,Inner Sunset,160951566-E20,POINT (-122.461494 37.75678),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,14
160992571,53,16039390,Medical Incident,04/08/2016,04/08/2016,04/08/2016 04:34:57 PM,04/08/2016 04:36:19 PM,04/08/2016 04:36:34 PM,04/08/2016 04:36:43 PM,,,,No Merit,04/08/2016 04:45:43 PM,JESSIE ST/06TH ST,San Francisco,94103,B03,01,2251,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,3,6,South of Market,160992571-53,POINT (-122.40925 37.7814),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,34
160961989,56,16038032,Medical Incident,04/05/2016,04/05/2016,04/05/2016 01:37:37 PM,04/05/2016 01:37:37 PM,04/05/2016 01:38:58 PM,04/05/2016 01:39:09 PM,04/05/2016 01:46:04 PM,04/05/2016 02:03:59 PM,04/05/2016 02:28:32 PM,Code 2 Transport,04/05/2016 02:58:33 PM,MISSION ST/RUSSIA AVE,San Francisco,94112,B09,43,6121,2,2,2,true,Non Life-threatening,1,MEDIC,1,9,11,Excelsior,160961989-56,POINT (-122.43715 37.721577),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,28
160954067,72,16037824,Medical Incident,04/04/2016,04/04/2016,04/04/2016 10:58:59 PM,04/04/2016 11:01:00 PM,04/04/2016 11:01:53 PM,04/04/2016 11:02:04 PM,04/04/2016 11:05:44 PM,04/05/2016 12:07:02 AM,04/05/2016 12:07:07 AM,Code 2 Transport,04/05/2016 12:38:30 AM,37TH AVE/JUDAH ST,San Francisco,94122,B08,23,7571,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,8,4,Sunset/Parkside,160954067-72,POINT (-122.496284 37.76085),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,35
161040192,85,16041131,Medical Incident,04/13/2016,04/12/2016,04/13/2016 01:36:40 AM,04/13/2016 01:38:13 AM,04/13/2016 01:38:54 AM,04/13/2016 01:39:04 AM,04/13/2016 01:45:34 AM,04/13/2016 02:01:18 AM,04/13/2016 02:15:47 AM,Code 2 Transport,04/13/2016 02:51:23 AM,IRVING ST/19TH AVE,San Francisco,94122,B08,22,7424,2,2,2,true,Potentially Life-Threatening,1,MEDIC,1,8,4,Sunset/Parkside,161040192-85,POINT (-122.47717 37.76356),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,14
161011022,KM04,16040127,Medical Incident,04/10/2016,04/10/2016,04/10/2016 09:26:05 AM,04/10/2016 09:26:05 AM,04/10/2016 09:30:01 AM,04/10/2016 09:30:35 AM,04/10/2016 09:45:17 AM,04/10/2016 09:55:27 AM,04/10/2016 10:11:25 AM,Code 2 Transport,04/10/2016 10:26:33 AM,GEARY ST/TAYLOR ST,San Francisco,94102,B01,03,1411,2,2,2,false,Non Life-threatening,1,PRIVATE,1,1,3,Tenderloin,161011022-KM04,POINT (-122.411514 37.78694),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,36
161001060,E01,16039691,Medical Incident,04/09/2016,04/09/2016,04/09/2016 09:56:25 AM,04/09/2016 09:56:53 AM,04/09/2016 09:57:02 AM,04/09/2016 09:58:17 AM,04/09/2016 10:03:25 AM,,,Code 2 Transport,04/09/2016 10:11:52 AM,TAYLOR ST/06TH ST/GOLDEN GATE AVE/MARKET ST,San Francisco,94103,B03,01,1454,3,3,3,true,Non Life-threatening,1,ENGINE,1,3,6,South of Market,161001060-E01,POINT (-122.41029 37.78223),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,34
160933369,E21,16037035,Medical Incident,04/02/2016,04/02/2016,04/02/2016 08:43:22 PM,04/02/2016 08:45:18 PM,04/02/2016 08:45:36 PM,04/02/2016 08:46:34 PM,04/02/2016 08:50:00 PM,,,Code 2 Transport,04/02/2016 09:09:49 PM,EDDY ST/BRODERICK ST,San Francisco,94115,B05,21,4241,2,2,2,true,Non Life-threatening,1,ENGINE,1,5,2,Western Addition,160933369-E21,POINT (-122.44059 37.780373),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,39
161042160,E31,16041305,Medical Incident,04/13/2016,04/13/2016,04/13/2016 02:09:02 PM,04/13/2016 02:11:10 PM,04/13/2016 02:11:30 PM,04/13/2016 02:13:30 PM,04/13/2016 02:16:33 PM,,,Code 2 Transport,04/13/2016 02:26:56 PM,CLEMENT ST/09TH AVE,San Francisco,94118,B07,31,7127,2,2,2,false,Non Life-threatening,1,ENGINE,1,7,1,Inner Richmond,161042160-E31,POINT (-122.46763 37.782803),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,11
160943572,E03,16037449,Medical Incident,04/03/2016,04/03/2016,04/03/2016 10:20:44 PM,04/03/2016 10:21:31 PM,04/03/2016 10:22:07 PM,04/03/2016 10:22:29 PM,04/03/2016 10:23:32 PM,,,No Merit,04/03/2016 10:27:37 PM,POLK ST/CEDAR ST,San Francisco,94109,B04,03,3121,E,E,3,true,Potentially Life-Threatening,1,ENGINE,1,4,6,Tenderloin,160943572-E03,POINT (-122.41983 37.786358),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,36
